bedroom,price,area,Floor,property_type,locality,City,furnish_type,Tenant Preferred,bathroom,seller_type,price_per_sqft,bed_bath_ratio,price_log,rent_category
1,8000,700,2 out of 2,Super Area,Ayanavaram,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,11.42857143,1,8.987321813,Very Low
1,6000,450,Ground out of 2,Super Area,Kallikuppam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,13.33333333,1,8.699681401,Very Low
3,17000,1200,1 out of 3,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,14.16666667,1.5,9.741027445,Medium
3,17000,1785,9 out of 12,Super Area,Old Mahabalipuram Road,Chennai,Semi-Furnished,Family,3,Contact Owner,9.523809524,1,9.741027445,Medium
2,15000,1050,1 out of 3,Super Area,Kovilambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,14.28571429,1,9.615872145,Medium
2,8500,700,2 out of 7,Super Area,"Tirumudivakkam, Thiruvanmiyur",Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,12.14285714,2,9.047939083,Very Low
2,8500,450,1 out of 2,Carpet Area,"Suriyammapet, Saidapet",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,18.88888889,2,9.047939083,Very Low
2,11000,803,1 out of 2,Super Area,"Moulivakkam, Moulivakkam",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,13.69863014,1,9.305741457,Low
3,60000,1800,9 out of 9,Super Area,in Saligramam,Chennai,Semi-Furnished,Bachelors,3,Contact Agent,33.33333333,1,11.00211651,Very High
2,18000,985,1 out of 4,Carpet Area,Selaiyur,Chennai,Unfurnished,Bachelors,2,Contact Owner,18.27411168,1,9.798182591,Medium
4,70000,2880,9 out of 19,Super Area,Thoraipakkam,Chennai,Semi-Furnished,Bachelors,3,Contact Agent,24.30555556,1.333333333,11.15626481,Very High
2,10000,850,2 out of 2,Super Area,Madambakkam,Chennai,Unfurnished,Bachelors,2,Contact Owner,11.76470588,1,9.210440367,Low
3,20000,1100,1 out of 2,Carpet Area,independent Apartment dhandeeshwatam nagar velachery,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,18.18181818,1.5,9.903537551,Medium
2,16000,1100,Ground out of 2,Super Area,Madipakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,14.54545455,1,9.680406499,Medium
2,10000,1500,Ground out of 2,Super Area,"Tambaram, GST Road",Chennai,Furnished,Bachelors/Family,2,Contact Owner,6.666666667,1,9.210440367,Low
3,100000,1975,12 out of 18,Super Area,"Egmore, PH Road",Chennai,Semi-Furnished,Family,3,Contact Agent,50.63291139,1,11.51293546,Very High
1,7000,400,1 out of 2,Super Area,"Saraswathi Nagar-Neelankarai, Neelankarai, E Coast Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,17.5,1,8.853808275,Very Low
2,17000,914,Ground out of 2,Super Area,Adambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,18.59956236,1,9.741027445,Medium
2,17000,1000,2 out of 2,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,17,1,9.741027445,Medium
3,39000,1170,Ground out of 3,Super Area,Teynampet,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,33.33333333,1.5,10.57134257,High
1,6500,350,Ground out of 1,Super Area,Mugalivakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,18.57142857,1,8.77971129,Very Low
3,15000,1120,1 out of 2,Carpet Area,BHEL Nagar-Medavakkam,Chennai,Unfurnished,Bachelors,2,Contact Owner,13.39285714,1.5,9.615872145,Medium
2,17000,1100,Ground out of 1,Super Area,"Puzhuthivakkam, Madipakkam",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,15.45454545,1,9.741027445,Medium
1,6800,500,Ground out of 3,Super Area,Thiruverkkadu,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,13.6,1,8.824824939,Very Low
3,110000,1435,5 out of 15,Super Area,Nungambakkam,Chennai,Furnished,Bachelors/Family,3,Contact Owner,76.65505226,1,11.60824474,Very High
1,8500,200,1 out of 3,Carpet Area,Arumbakkam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,42.5,1,9.047939083,Very Low
3,65000,1444,11 out of 14,Super Area,Nungambakkam,Chennai,Semi-Furnished,Bachelors,3,Contact Agent,45.01385042,1,11.08215793,Very High
1,7500,350,1 out of 3,Super Area,Kilpauk,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,21.42857143,1,8.922791624,Very Low
2,10000,800,1 out of 3,Super Area,Perumbakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,12.5,1,9.210440367,Low
3,34000,1503,3 out of 7,Carpet Area,Ram Nagar-Nanganallur,Chennai,Semi-Furnished,Family,2,Contact Owner,22.62142382,1.5,10.43414521,High
3,17000,1200,Ground out of 2,Super Area,Selaiyur,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,14.16666667,1,9.741027445,Medium
3,23000,900,2 out of 3,Carpet Area,"Loganathan Colony, Mylapore",Chennai,Unfurnished,Bachelors,2,Contact Owner,25.55555556,1.5,10.04329297,High
1,17000,625,4 out of 10,Super Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,27.2,1,9.741027445,Medium
2,8500,860,1 out of 3,Super Area,Vandalur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.88372093,1,9.047939083,Very Low
2,10000,960,1 out of 2,Super Area,"Chromepet, GST Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,10.41666667,1,9.210440367,Low
2,8000,550,1 out of 3,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Unfurnished,Bachelors,1,Contact Owner,14.54545455,2,8.987321813,Very Low
3,30000,1000,Ground out of 2,Super Area,"Egmore, PH Road",Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,30,1,10.30898599,High
1,15000,520,1 out of 3,Super Area,Vadapalani,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,28.84615385,1,9.615872145,Medium
3,25000,1500,1 out of 2,Super Area,Arumbakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Agent,16.66666667,1.5,10.1266711,High
2,16500,966,1 out of 3,Super Area,Kolathur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,17.08074534,1,9.711176264,Medium
3,40000,1400,1 out of 2,Super Area,Semmancheri,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,28.57142857,1,10.59665973,High
3,15000,1300,2 out of 7,Super Area,Sriperumbudur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,11.53846154,1.5,9.615872145,Medium
3,12000,1062,2 out of 3,Super Area,Pudupakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,11.29943503,1.5,9.392745259,Low
3,35000,1850,2 out of 3,Carpet Area,Thoraipakkam,Chennai,Semi-Furnished,Bachelors,3,Contact Owner,18.91891892,1,10.46313191,High
2,8000,600,2 out of 3,Carpet Area,Ambattur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,13.33333333,1,8.987321813,Very Low
2,11000,1000,1 out of 2,Super Area,Poonamallee,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,11,1,9.305741457,Low
3,20000,1065,4 out of 5,Super Area,Washermanpet,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,18.77934272,1,9.903537551,Medium
3,17000,950,Ground out of 2,Carpet Area,"Kattupakkam, PH Road",Chennai,Unfurnished,Bachelors,3,Contact Owner,17.89473684,1,9.741027445,Medium
2,9000,740,1 out of 2,Super Area,Chitlapakkam,Chennai,Unfurnished,Family,2,Contact Owner,12.16216216,1,9.105090961,Very Low
2,16500,700,Ground out of 3,Super Area,Ashok Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,23.57142857,1,9.711176264,Medium
2,12000,880,1 out of 3,Carpet Area,Thiruneermalai,Chennai,Unfurnished,Family,2,Contact Owner,13.63636364,1,9.392745259,Low
2,12500,890,3 out of 11,Super Area,"Padur, Old Mahabalipuram Road",Chennai,Unfurnished,Bachelors,2,Contact Owner,14.04494382,1,9.43356392,Low
2,25000,1100,2 out of 2,Super Area,Besant Nagar,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,22.72727273,1,10.1266711,High
2,15000,700,1 out of 3,Super Area,Ambattur,Chennai,Furnished,Bachelors/Family,2,Contact Owner,21.42857143,1,9.615872145,Medium
3,14000,1155,15 out of 19,Super Area,Old Mahabalipuram Road,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,12.12121212,1.5,9.546884035,Medium
3,72000,1500,2 out of 4,Carpet Area,"R.A Puram, Mandaiveli",Chennai,Semi-Furnished,Bachelors,3,Contact Agent,48,1,11.18443529,Very High
1,10000,550,Ground out of 4,Super Area,Ambattur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,18.18181818,1,9.210440367,Low
2,17000,1000,1 out of 5,Super Area,Mogappair East,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,17,1,9.741027445,Medium
2,12000,550,Ground out of 1,Super Area,Choolaimedu,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,21.81818182,1,9.392745259,Low
3,72000,2900,8 out of 9,Carpet Area,MRC Nagar,Chennai,Semi-Furnished,Bachelors,3,Contact Agent,24.82758621,1,11.18443529,Very High
3,26000,2100,1 out of 4,Super Area,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,12.38095238,1.5,10.16589028,High
2,10500,1000,Ground out of 1,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,10.5,1,9.25922577,Low
2,15000,800,Ground out of 2,Super Area,Anakaputhur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,18.75,2,9.615872145,Medium
2,8500,900,1 out of 1,Carpet Area,"Valasaravakkam, Arcot Road",Chennai,Unfurnished,Bachelors,1,Contact Owner,9.444444444,2,9.047939083,Very Low
2,10000,800,2 out of 2,Carpet Area,Kovilambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,12.5,1,9.210440367,Low
2,10000,1015,Ground out of 2,Super Area,Poonamallee,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,9.852216749,0.666666667,9.210440367,Low
3,25000,1700,7 out of 9,Super Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,14.70588235,1,10.1266711,High
1,10000,850,Ground out of 1,Super Area,Madambakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,11.76470588,1,9.210440367,Low
2,13000,1260,Ground out of 1,Super Area,Porur,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,10.31746032,0.666666667,9.472781557,Low
2,16000,800,1 out of 2,Super Area,Nanganallur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,20,1,9.680406499,Medium
1,5000,550,1 out of 1,Carpet Area,5000,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,9.090909091,1,8.517393171,Very Low
2,9500,800,1 out of 2,Carpet Area,"Ask Nagar, Adambakkam",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,11.875,1,9.159152335,Low
3,18000,1200,1 out of 1,Carpet Area,Nesapakkam,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,15,1.5,9.798182591,Medium
3,24000,1570,Ground out of 2,Super Area,Selaiyur,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,15.2866242,1,10.08585078,High
1,6166,570,Ground out of 2,Super Area,Mangadu,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,10.81754386,1,8.726967775,Very Low
2,20000,900,3 out of 3,Super Area,Anna Nagar West,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,22.22222222,1,9.903537551,Medium
2,13000,700,Ground out of 2,Super Area,Chintadripet,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,18.57142857,1,9.472781557,Low
1,8000,500,Ground out of 1,Super Area,"Villivakkam, Jawaharlal Nehru Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,16,1,8.987321813,Very Low
2,18000,1000,1 out of 2,Super Area,Sholinganallur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,18,1,9.798182591,Medium
2,20000,700,Ground out of 2,Carpet Area,Mambalam West,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,28.57142857,1,9.903537551,Medium
2,14000,690,Ground out of 2,Super Area,Velachery,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,20.28985507,2,9.546884035,Medium
2,15000,100,2 out of 2,Carpet Area,Mogappair East,Chennai,Semi-Furnished,Family,2,Contact Owner,150,1,9.615872145,Medium
3,25000,1200,9 out of 11,Carpet Area,"Chromepet, GST Road",Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,20.83333333,1,10.1266711,High
2,26000,1200,1 out of 3,Carpet Area,Nungambakkam,Chennai,Semi-Furnished,Bachelors,2,Contact Agent,21.66666667,1,10.16589028,High
2,9000,800,Ground out of 2,Super Area,Mudichur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,11.25,1,9.105090961,Very Low
3,15000,1157,4 out of 8,Super Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,12.96456353,1,9.615872145,Medium
2,15000,780,1 out of 2,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,19.23076923,1,9.615872145,Medium
3,130000,2792,5 out of 9,Super Area,Kellys,Chennai,Furnished,Bachelors/Family,5,Contact Owner,46.56160458,0.6,11.77529742,Very High
1,7500,500,Ground out of 2,Super Area,Pallikaranai,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,15,1,8.922791624,Very Low
2,9500,750,1 out of 3,Super Area,Perumbakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,12.66666667,1,9.159152335,Low
6,60000,1800,1 out of 3,Super Area,Besant Nagar,Chennai,Furnished,Bachelors/Family,6,Contact Owner,33.33333333,1,11.00211651,Very High
1,7000,500,Ground out of 3,Super Area,Koyambedu,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,14,1,8.853808275,Very Low
2,23000,1153,15 out of 19,Super Area,Mangadu,Chennai,Semi-Furnished,Family,2,Contact Owner,19.94796184,1,10.04329297,High
1,18000,500,1 out of 2,Super Area,Anna Nagar,Chennai,Furnished,Bachelors/Family,1,Contact Owner,36,1,9.798182591,Medium
3,18000,1000,7 out of 18,Carpet Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,18,1.5,9.798182591,Medium
1,6000,510,1 out of 2,Super Area,"Madhavaram, Guntur Chennai Highway",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,11.76470588,1,8.699681401,Very Low
2,13000,730,2 out of 2,Carpet Area,Keelkattalai,Chennai,Semi-Furnished,Family,2,Contact Owner,17.80821918,1,9.472781557,Low
2,15000,950,Ground out of 3,Super Area,Velachery,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,15.78947368,1,9.615872145,Medium
2,10000,730,2 out of 3,Super Area,"Santhosapuram, Medavakkam",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,13.69863014,1,9.210440367,Low
3,22000,1400,1 out of 3,Super Area,"Madhavaram, Guntur Chennai Highway",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,15.71428571,1.5,9.998843186,High
2,10000,900,1 out of 3,Super Area,Poonamallee,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,11.11111111,1,9.210440367,Low
1,6500,506,1 out of 2,Super Area,Pallikaranai,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,12.8458498,1,8.77971129,Very Low
2,7000,749,2 out of 4,Super Area,Thandalam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,9.345794393,1,8.853808275,Very Low
1,18000,520,2 out of 4,Super Area,T Nagar,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,34.61538462,1,9.798182591,Medium
2,7000,850,1 out of 1,Super Area,Padapai,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,8.235294118,1,8.853808275,Very Low
2,22000,1000,2 out of 3,Super Area,"Lake Area, Nungambakkam",Chennai,Semi-Furnished,Family,2,Contact Owner,22,1,9.998843186,High
1,7000,600,1 out of 1,Super Area,"Kundrathur, Pallavaram Kundrathur Main Road",Chennai,Unfurnished,Bachelors,1,Contact Owner,11.66666667,1,8.853808275,Very Low
1,15000,1900,3 out of 4,Carpet Area,Kailasapuram-Mylapore,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,7.894736842,1,9.615872145,Medium
2,8000,600,1 out of 2,Carpet Area,"Rajakilpakkam, Selaiyur",Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,13.33333333,2,8.987321813,Very Low
1,7000,500,Ground out of 1,Super Area,Selaiyur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,14,1,8.853808275,Very Low
1,9000,550,1 out of 2,Super Area,Pammal,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,16.36363636,1,9.105090961,Very Low
2,9800,1200,Ground out of 4,Super Area,Medavakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,8.166666667,1,9.1902397,Low
3,14500,1107,4 out of 4,Carpet Area,sspdl Mayfair,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,13.09846432,1.5,9.581972892,Medium
1,15000,550,9 out of 15,Carpet Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Agent,27.27272727,1,9.615872145,Medium
2,22000,1150,4 out of 9,Carpet Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,19.13043478,1,9.998843186,High
2,9000,600,Ground out of 2,Super Area,"Subramaniya Swamy Nagar, Valasaravakkam, Arcot Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,15,1,9.105090961,Very Low
3,18000,1235,1 out of 2,Super Area,Perambur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,14.57489879,1.5,9.798182591,Medium
1,8500,600,Ground out of 3,Super Area,Tharamani,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,14.16666667,0.5,9.047939083,Very Low
1,6500,400,Ground out of 2,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,16.25,0.5,8.77971129,Very Low
3,40000,1400,3 out of 5,Carpet Area,Nandambakkam,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,28.57142857,1,10.59665973,High
3,17000,800,2 out of 2,Carpet Area,Royapettah,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,21.25,1.5,9.741027445,Medium
2,12000,700,1 out of 2,Super Area,Maduravoyal,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,17.14285714,1,9.392745259,Low
2,30000,900,2 out of 4,Carpet Area,Anna Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,33.33333333,1,10.30898599,High
1,4000,400,2 out of 3,Super Area,Rani Anna Nagar,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,10,1,8.294299609,Very Low
2,14000,850,2 out of 3,Super Area,Banu Nagar,Chennai,Furnished,Bachelors/Family,2,Contact Owner,16.47058824,1,9.546884035,Medium
3,25000,1415,4 out of 13,Super Area,G S T Road,Chennai,Furnished,Bachelors/Family,2,Contact Owner,17.66784452,1.5,10.1266711,High
1,8000,281,Ground out of 1,Carpet Area,Thiruvanmiyur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,28.46975089,1,8.987321813,Very Low
1,12500,600,2 out of 4,Super Area,Arumbakkam,Chennai,Furnished,Bachelors/Family,1,Contact Owner,20.83333333,1,9.43356392,Low
5,100000,6000,9 out of 12,Super Area,Navalur,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent,16.66666667,1.25,11.51293546,Very High
2,14000,1050,1 out of 1,Carpet Area,Perambur,Chennai,Unfurnished,Bachelors,2,Contact Owner,13.33333333,1,9.546884035,Medium
1,7500,390,Ground out of 1,Carpet Area,"Bharath Nagar, Porur",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,19.23076923,1,8.922791624,Very Low
3,17500,950,4 out of 4,Carpet Area,chettipunniyam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,18.42105263,1.5,9.770013301,Medium
3,27000,1500,3 out of 4,Carpet Area,Sholinganallur,Chennai,Semi-Furnished,Family,3,Contact Owner,18,1,10.20362918,High
2,16500,200,2 out of 2,Carpet Area,"Purasawalkam, PH Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,82.5,1,9.711176264,Medium
2,12000,926,2 out of 3,Super Area,Madipakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,12.95896328,1,9.392745259,Low
3,45000,1700,3 out of 3,Carpet Area,Gandhi Nagar Adyar,Chennai,Semi-Furnished,Bachelors,3,Contact Owner,26.47058824,1,10.71443999,Very High
2,15000,1068,1 out of 2,Carpet Area,"Kamakoti Nagar, Pallikaranai",Chennai,Semi-Furnished,Family,2,Contact Owner,14.04494382,1,9.615872145,Medium
3,14000,1800,Ground out of 2,Carpet Area,"TTK Nagar, Tambaram",Chennai,Semi-Furnished,Family,3,Contact Owner,7.777777778,1,9.546884035,Medium
2,17000,590,Ground out of 3,Carpet Area,Mambalam West,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,28.81355932,1,9.741027445,Medium
3,34999,1400,2 out of 4,Carpet Area,Virugambakkam,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,24.99928571,1,10.46310334,High
1,7000,550,Ground out of 3,Carpet Area,Mahindra World City,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,12.72727273,1,8.853808275,Very Low
1,10500,520,3 out of 4,Super Area,Semmancheri,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,20.19230769,1,9.25922577,Low
2,15000,900,3 out of 4,Super Area,"Valasaravakkam, Arcot Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,16.66666667,1,9.615872145,Medium
2,10000,700,Ground out of 3,Super Area,Nanmangalam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,14.28571429,1,9.210440367,Low
1,7000,400,1 out of 2,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,17.5,1,8.853808275,Very Low
4,200000,2280,2 out of 3,Carpet Area,Mylapore,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent,87.71929825,1,12.20607765,Very High
2,12000,826,1 out of 2,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,14.52784504,1,9.392745259,Low
2,10000,1050,1 out of 2,Super Area,Sembakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.523809524,1,9.210440367,Low
2,15000,700,Ground out of 2,Super Area,Alandur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,21.42857143,1,9.615872145,Medium
2,19000,800,1 out of 4,Carpet Area,Thoraipakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,23.75,1,9.852246888,Medium
2,25000,850,1 out of 15,Super Area,"Old Pallavaram, Alandur",Chennai,Furnished,Bachelors/Family,2,Contact Owner,29.41176471,1,10.1266711,High
1,10000,502,1 out of 1,Super Area,T Nagar,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,19.92031873,1,9.210440367,Low
2,13000,925,1 out of 2,Carpet Area,Nest bliss sholinganallur,Chennai,Unfurnished,Bachelors,2,Contact Owner,14.05405405,1,9.472781557,Low
2,12500,500,2 out of 3,Super Area,Kolathur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,25,2,9.43356392,Low
2,10000,950,1 out of 3,Super Area,Adambakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,10.52631579,1,9.210440367,Low
2,16000,930,1 out of 4,Super Area,Mogappair East,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,17.20430108,1,9.680406499,Medium
2,11000,950,1 out of 1,Carpet Area,Menambedu,Chennai,Semi-Furnished,Family,2,Contact Owner,11.57894737,1,9.305741457,Low
2,13000,800,1 out of 1,Carpet Area,"Devi Karumariamman Nagar, Velachery",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,16.25,1,9.472781557,Low
2,15000,950,1 out of 2,Super Area,"Neelankarai, E Coast Road",Chennai,Semi-Furnished,Family,1,Contact Owner,15.78947368,2,9.615872145,Medium
3,15000,1100,1 out of 1,Carpet Area,"Ponniamman Nagar, Iyyappanthangal",Chennai,Unfurnished,Family,2,Contact Owner,13.63636364,1.5,9.615872145,Medium
2,20000,750,3 out of 4,Super Area,Anna Nagar,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,26.66666667,0.666666667,9.903537551,Medium
2,12000,1000,3 out of 5,Super Area,Thalambur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,12,1,9.392745259,Low
2,600000,950,1 out of 1,Carpet Area,Vettuvankeni,Chennai,Unfurnished,Bachelors,2,Contact Owner,631.5789474,1,13.3046866,Very High
2,11000,800,1 out of 2,Super Area,"Narayanapuram, Kovilambakkam",Chennai,Semi-Furnished,Family,2,Contact Owner,13.75,1,9.305741457,Low
1,10000,500,Ground out of 2,Carpet Area,Kodambakkam,Chennai,Unfurnished,Bachelors,1,Contact Agent,20,1,9.210440367,Low
3,30000,1500,Ground out of 14,Carpet Area,Porur,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,20,1,10.30898599,High
1,8000,550,2 out of 2,Super Area,"Padur, Old Mahabalipuram Road",Chennai,Furnished,Bachelors/Family,1,Contact Owner,14.54545455,1,8.987321813,Very Low
1,7000,400,Ground out of 2,Super Area,Nanmangalam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,17.5,1,8.853808275,Very Low
1,10000,550,2 out of 3,Carpet Area,"Luz, Mylapore",Chennai,Unfurnished,Bachelors,1,Contact Owner,18.18181818,1,9.210440367,Low
2,9300,730,1 out of 2,Super Area,Ambattur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,12.73972603,2,9.1378772,Low
2,10500,1000,1 out of 2,Carpet Area,Kambar Nagar-Kolathur,Chennai,Semi-Furnished,Family,2,Contact Owner,10.5,1,9.25922577,Low
2,16000,975,Ground out of 2,Carpet Area,Kovilambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,16.41025641,1,9.680406499,Medium
2,20000,1800,12 out of 19,Super Area,Old Mahabalipuram Road,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,11.11111111,1,9.903537551,Medium
2,9000,745,1 out of 2,Super Area,Ambattur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,12.08053691,1,9.105090961,Very Low
2,18000,900,1 out of 4,Carpet Area,Medavakkam,Chennai,Semi-Furnished,Family,2,Contact Agent,20,1,9.798182591,Medium
2,10000,600,Ground out of 1,Super Area,"Jaya Nagar, Porur, Chennai Bypass Road",Chennai,Unfurnished,Family,2,Contact Owner,16.66666667,1,9.210440367,Low
2,16000,600,2 out of 2,Super Area,Saidapet,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,26.66666667,1,9.680406499,Medium
1,13500,450,3 out of 4,Carpet Area,Kodambakkam,Chennai,Unfurnished,Bachelors,1,Contact Owner,30,1,9.510519036,Low
2,16000,1030,2 out of 4,Super Area,Thoraipakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,15.53398058,1,9.680406499,Medium
